asin,title,actors,box_office,country,director,genre,language,metascore,production,rated,released,runtime,type,writer,year,imdb_id,imdb_rating,imdb_votes
6304466110,Attack,"Jack Palance, Eddie Albert, Lee Marvin, Robert Strauss",N/A,USA,Robert Aldrich,"Drama, War, Action","English, German",N/A,United Artists,APPROVED,17 Oct 1956,107 min,movie,"Norman Brooks (play), James Poe (screenplay)",1956,tt0048966,7.5,"3,826"
0800123719,The Replacement Killers,"Yun-Fat Chow, Mira Sorvino, Michael Rooker, Kenneth Tsang",N/A,USA,Antoine Fuqua,"Action, Crime, Thriller","English, Cantonese",42,Sony Pictures Home Entertainment,R,06 Feb 1998,87 min,movie,Ken Sanzel,1998,tt0120008,6.1,"24,351"
6302800420,Tootsie,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman",N/A,USA,Sydney Pollack,"Comedy, Drama, Romance",English,87,Columbia Pictures,PG,17 Dec 1982,116 min,movie,"Larry Gelbart (screenplay), Murray Schisgal (screenplay), Don McGuire (story), Larry Gelbart (story)",1982,tt0084805,7.4,"83,249"
B0000844MI,Friends Gag Reel: Season 9,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc",N/A,USA,N/A,"Short, Comedy",English,N/A,N/A,N/A,08 Mar 2005,7 min,movie,N/A,2005,tt3923346,8.8,84
B000LPS3B2,Shutter,"Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool",N/A,Thailand,"Banjong Pisanthanakun, Parkpoom Wongpoom","Horror, Mystery, Thriller",Thai,N/A,N/A,NOT RATED,09 Sep 2004,97 min,movie,"Parkpoom Wongpoom (screenplay), Banjong Pisanthanakun (screenplay), Sophon Sakdaphisit (screenplay)",2004,tt0440803,7.1,"34,567"
B009L79YFU,Stolen,"Nicolas Cage, Josh Lucas, Danny Huston, Malin Akerman","$289,773",USA,Simon West,"Action, Crime, Drama","English, Swedish",43,Millennium Entertainment,R,06 Sep 2012,96 min,movie,David Guggenheim,2012,tt1656186,5.5,"39,246"
0790737345,City of Angels,"Nicolas Cage, Meg Ryan, Andre Braugher, Dennis Franz",N/A,"Germany, USA",Brad Silberling,"Drama, Fantasy, Romance",English,54,N/A,PG-13,10 Apr 1998,114 min,movie,"Wim Wenders (screenplay ""Der Himmel über Berlin""), Peter Handke (screenplay ""Der Himmel über Berlin""), Richard Reitinger (screenplay ""Der Himmel über Berlin""), Dana Stevens (screenplay)",1998,tt0120632,6.7,"100,733"
B00005JKNF,Gosford Park,"Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford","$41,274,328","UK, USA, Italy",Robert Altman,"Comedy, Drama, Mystery",English,90,USA Films,R,18 Jan 2002,131 min,movie,"Julian Fellowes, Robert Altman (based upon an idea by), Bob Balaban (based upon an idea by)",2001,tt0280707,7.3,"68,931"
6304286902,Weekend at Bernie's,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser",N/A,USA,Ted Kotcheff,"Adventure, Comedy, Crime",English,32,20th Century Fox,PG-13,05 Jul 1989,97 min,movie,Robert Klane,1989,tt0098627,6.4,"41,140"
6304238096,Death Race 2000,"David Carradine, Simone Griffeth, Sylvester Stallone, Mary Woronov",N/A,USA,Paul Bartel,"Action, Comedy, Sci-Fi","English, Brazilian Sign Language, Spanish",N/A,New World Pictures,R,27 Apr 1975,80 min,movie,"Robert Thom (screenplay), Charles B. Griffith (screenplay), Ib Melchior (story The Racer)",1975,tt0072856,6.2,"21,276"
B000AM6P2U,Melinda and Melinda,"Wallace Shawn, Neil Pepe, Stephanie Roth Haberle, Larry Pine","$3,727,614",USA,Woody Allen,"Comedy, Drama, Romance",English,54,Fox Searchlight Pictures,PG-13,08 Apr 2005,99 min,movie,Woody Allen,2004,tt0378947,6.5,"28,553"
B000BR6QIM,Young Mr. Lincoln,"Henry Fonda, Alice Brady, Marjorie Weaver, Arleen Whelan",N/A,USA,John Ford,"Biography, Drama",English,N/A,20th Century Fox Film Corporation,APPROVED,09 Jun 1939,100 min,movie,Lamar Trotti (original screenplay),1939,tt0032155,7.6,"5,718"
B00005JKZH,Dragonfly,"Kevin Costner, Susanna Thompson, Joe Morton, Ron Rifkin","$30,063,805","USA, Germany",Tom Shadyac,"Drama, Fantasy, Mystery","English, Spanish",25,Universal Pictures,PG-13,22 Feb 2002,104 min,movie,"Brandon Camp (story), Mike Thompson (story), David Seltzer (screenplay), Brandon Camp (screenplay), Mike Thompson (screenplay)",2002,tt0259288,6.1,"33,178"
630428666X,Freeway,"Kiefer Sutherland, Reese Witherspoon, Bokeem Woodbine, Paul Perri",N/A,"USA, France",Matthew Bright,"Comedy, Crime, Drama",English,61,Republic Pictures Home Video,R,03 Sep 1997,102 min,movie,Matthew Bright,1996,tt0116361,6.9,"23,280"
6304963211,The Blue Angel,"Emil Jannings, Marlene Dietrich, Kurt Gerron, Rosa Valetti",N/A,Germany,Josef von Sternberg,"Drama, Music","German, English, French",88,Universum Film Gmbh,NOT RATED,03 Jan 1931,106 min,movie,"Heinrich Mann (novel), Carl Zuckmayer, Karl Vollmöller, Robert Liebmann",1930,tt0020697,7.8,"11,153"
6304504012,Evita,"Madonna, Antonio Banderas, Jonathan Pryce, Jimmy Nail",N/A,USA,Alan Parker,"Biography, Drama, History",English,45,Buena Vista,PG,10 Jan 1997,135 min,movie,"Tim Rice (book), Alan Parker (screenplay), Oliver Stone (screenplay)",1996,tt0116250,6.3,"30,632"
6301394844,Phantom of the Opera,"Nelson Eddy, Susanna Foster, Claude Rains, Edgar Barrier",N/A,USA,Arthur Lubin,"Drama, Horror, Music",English,N/A,MCA Universal Home Video,APPROVED,27 Aug 1943,92 min,movie,"Eric Taylor (screenplay), Samuel Hoffenstein (screenplay), Hans Jacoby (adaptation), Gaston Leroux (novel)",1943,tt0036261,6.5,"4,927"
6304601727,Animal Farm,"Gordon Heath, Maurice Denham",N/A,"UK, USA","Joy Batchelor, John Halas","Animation, Drama",English,N/A,deRochemont Films,UNRATED,13 Feb 1956,72 min,movie,"George Orwell (based on memorable fable), Lothar Wolff (story development), Borden Mace (story development), Philip Stapp (story development), Joseph Bryan III (story development), John Halas (story development), Joy Batchelor (story development)",1954,tt0047834,7.2,"11,593"
6301976258,Sergeant York,"Gary Cooper, Walter Brennan, Joan Leslie, George Tobias",N/A,USA,Howard Hawks,"Biography, Drama, History","English, French, German",N/A,Warner Bros. Pictures,APPROVED,27 Sep 1941,134 min,movie,"Abem Finkel (original screen play), Harry Chandlee (original screen play), Howard Koch (original screen play), John Huston (original screen play), Alvin C. York (based upon: the diary of), Tom Skeyhill (diary editor)",1941,tt0034167,7.8,"13,065"
0783241569,Notting Hill,"Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans",N/A,"UK, USA",Roger Michell,"Comedy, Drama, Romance","English, Spanish",66,Universal Pictures,PG-13,28 May 1999,124 min,movie,Richard Curtis,1999,tt0125439,7.1,"222,024"
B000NIVJFO,The History Boys,"Samuel Anderson, James Corden, Stephen Campbell Moore, Richard Griffiths","$2,568,197",UK,Nicholas Hytner,"Comedy, Drama, Romance",English,74,Fox Searchlight,R,22 Dec 2006,109 min,movie,"Alan Bennett (screenplay), Alan Bennett (play)",2006,tt0464049,6.9,"18,589"
B0006SSMWE,Raise Your Voice,"Hilary Duff, Oliver James, David Keith, Dana Davis","$10,411,980",USA,Sean McNamara,"Family, Music, Romance","English, French",33,New Line Cinema,PG,08 Oct 2004,103 min,movie,"Mitch Rotter (story), Sam Schreiber (screenplay)",2004,tt0361696,5.9,"24,035"
B003NFM3JK,A Christmas Carol,"Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan","$137,816,456",USA,Robert Zemeckis,"Animation, Drama, Family",English,55,Walt Disney Studios,PG,06 Nov 2009,96 min,movie,"Robert Zemeckis (screenplay), Charles Dickens (novel)",2009,tt1067106,6.8,"81,516"
6300271420,Superman IV: The Quest for Peace,"Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure",N/A,"UK, USA",Sidney J. Furie,"Action, Adventure, Family","English, Russian, French, Italian",22,Warner Home Video,PG,24 Jul 1987,90 min,movie,"Joe Shuster (character created by: Superman), Jerry Siegel (character created by: Superman), Christopher Reeve (story), Lawrence Konner (story), Mark Rosenthal (story), Lawrence Konner (screenplay), Mark Rosenthal (screenplay)",1987,tt0094074,3.7,"36,036"
B0060ZJ7AI,The Ides of March,"Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti","$40,962,534",USA,George Clooney,"Drama, Thriller",English,67,Sony Pictures,R,07 Oct 2011,101 min,movie,"George Clooney (screenplay), Grant Heslov (screenplay), Beau Willimon (screenplay), Beau Willimon (play)",2011,tt1124035,7.1,"199,320"
0783217390,The Big Clock,"Ray Milland, Charles Laughton, Maureen O'Sullivan, George Macready",N/A,USA,John Farrow,"Crime, Drama, Film-Noir",English,N/A,Paramount Pictures,APPROVED,09 Apr 1948,95 min,movie,"Jonathan Latimer (screenplay), Kenneth Fearing (novel)",1948,tt0040160,7.7,"6,253"
B0006IIKQW,The Forgotten,"Julianne Moore, Christopher Kovaleski, Matthew Pleszewicz, Anthony Edwards","$66,641,205",USA,Joseph Ruben,"Drama, Horror, Mystery",English,43,Sony Pictures,PG-13,24 Sep 2004,91 min,movie,Gerald Di Pego,2004,tt0356618,5.8,"59,739"
6303953492,Godzilla vs. the Sea Monster,"Akira Takarada, Kumi Mizuno, Chôtarô Tôgin, Hideo Sunazuka",N/A,Japan,Jun Fukuda,"Action, Adventure, Comedy",Japanese,N/A,Sony Pictures Home Entertainment,PG,N/A,83 min,movie,Shin'ichi Sekizawa,1966,tt0060464,5.3,"3,124"
630507755X,Bordello of Blood,"John Kassir, Dennis Miller, Erika Eleniak, Angie Everhart",N/A,USA,Gilbert Adler,"Comedy, Fantasy, Horror","English, Spanish",N/A,Universal Studios,R,16 Aug 1996,87 min,movie,"William M. Gaines (comic books ""Tales From the Crypt""), Bob Gale (story), Robert Zemeckis (story), A L Katz (screenplay), Gilbert Adler (screenplay)",1996,tt0117826,5.3,"11,361"
B0000TPA6K,Pastor Jones: The Complete First Season,"Vivica A. Fox, Sheryl Lee Ralph, Trina McGee, Paula Jai Parker",N/A,USA,Jean-Claude La Marre,Comedy,English,N/A,N/A,N/A,14 Sep 2010,N/A,movie,"Vanessa Herron, Martine Jean, Jean-Claude La Marre",2010,tt1705930,5.5,13
B000E6ES9E,Little Manhattan,"Josh Hutcherson, Charlotte Ray Rosenberg, Bradley Whitford, Cynthia Nixon","$378,710",USA,Mark Levin,"Comedy, Family, Romance",English,52,20th Century Fox,PG,05 Jan 2006,90 min,movie,Jennifer Flackett,2005,tt0412922,7.6,"19,999"
6301977769,The Night of the Iguana,"Richard Burton, Ava Gardner, Deborah Kerr, Sue Lyon",N/A,USA,John Huston,Drama,"English, Spanish",N/A,WARNER BROTHERS PICTURES,APPROVED,06 Aug 1964,125 min,movie,"Tennessee Williams (play), Anthony Veiller (screenplay), John Huston (screenplay)",1964,tt0058404,7.8,"9,064"
B00003CXJC,The Perfect Storm,"George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane",N/A,USA,Wolfgang Petersen,"Action, Adventure, Drama",English,59,N/A,PG-13,30 Jun 2000,130 min,movie,"Sebastian Junger (book), William D. Wittliff (screenplay)",2000,tt0177971,6.4,"139,707"
B0014D5RBE,Lars and the Real Girl,"Ryan Gosling, Emily Mortimer, Paul Schneider, R.D. Reid","$5,802,820","USA, Canada",Craig Gillespie,"Comedy, Drama, Romance","English, Spanish",70,MGM/Sidney Kimmel Entertainment,PG-13,02 Nov 2007,106 min,movie,Nancy Oliver,2007,tt0805564,7.4,"123,072"
B00005JLV5,Winchester '73,"James Stewart, Shelley Winters, Dan Duryea, Stephen McNally",N/A,USA,Anthony Mann,"Action, Drama, Western",English,N/A,Universal Pictures,APPROVED,12 Jul 1950,92 min,movie,"Robert L. Richards (screenplay), Borden Chase (screenplay), Stuart N. Lake (story)",1950,tt0043137,7.7,"13,643"
B001FB4VZS,Smallville Season 3 Promo,N/A,N/A,USA,David Zimring,"Adventure, Drama, Romance",English,N/A,N/A,N/A,01 Sep 2003,4 min,movie,David Zimring,2003,tt6479810,N/A,N/A
0792899830,12 Angry Men,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",N/A,USA,Sidney Lumet,"Crime, Drama",English,96,Criterion Collection,NOT RATED,01 Apr 1957,96 min,movie,"Reginald Rose (story), Reginald Rose (screenplay)",1957,tt0050083,8.9,"512,340"
B000YDJG0I,Lions for Lambs,"Robert Redford, Meryl Streep, Tom Cruise, Michael Peña","$14,971,658",USA,Robert Redford,"Drama, Thriller, War",English,47,MGM,R,09 Nov 2007,92 min,movie,Matthew Michael Carnahan,2007,tt0891527,6.2,"43,099"
B000EOTWIS,Late Spring,"Chishû Ryû, Setsuko Hara, Yumeji Tsukioka, Haruko Sugimura",N/A,Japan,Yasujirô Ozu,Drama,Japanese,N/A,Criterion Collection,NOT RATED,21 Jul 1972,108 min,movie,"Kazuo Hirotsu (based on the novel ""Chichi to musume"" by), Kôgo Noda (screenplay), Yasujirô Ozu (screenplay)",1949,tt0041154,8.3,"10,324"
B0000022JF,The Love Bug,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett",N/A,USA,Robert Stevenson,"Comedy, Family, Sport","English, Cantonese, Spanish",N/A,Disney,G,13 Mar 1969,108 min,movie,"Bill Walsh (screenplay), Don DaGradi (screenplay), Gordon Buford (story)",1968,tt0064603,6.5,"11,532"
B0090JB6DC,Identity Thief,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet","$134,455,175",USA,Seth Gordon,"Comedy, Crime","English, Spanish",35,Universal Pictures,R,08 Feb 2013,111 min,movie,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)",2013,tt2024432,5.7,"105,519"
B000056HP2,The Tao of Steve,"Donal Logue, Ayelet Kaznelson, John Hines, John Harrington Bland","$2,586,310",USA,Jenniphr Goodman,"Comedy, Drama, Romance",English,70,Sony Pictures Classics,R,01 Sep 2000,87 min,movie,"Duncan North, Greer Goodman, Jenniphr Goodman, Duncan North (idea), Duncan North (story)",2000,tt0234853,6.7,"6,965"
B000071ZZJ,Undercover Brother,"Eddie Griffin, Chris Kattan, Denise Richards, Aunjanue Ellis","$38,230,435",USA,Malcolm D. Lee,"Action, Comedy",English,69,Universal Pictures,PG-13,31 May 2002,86 min,movie,"John Ridley (internet series), John Ridley (story), John Ridley (screenplay), Michael McCullers (screenplay)",2002,tt0279493,5.8,"30,708"
0792841638,Hair,"John Savage, Treat Williams, Beverly D'Angelo, Annie Golden",N/A,"West Germany, USA",Milos Forman,"Comedy, Drama, Musical",English,68,United Artists,PG,09 May 1979,121 min,movie,"Gerome Ragni (musical book), James Rado (musical book), Michael Weller",1979,tt0079261,7.6,"29,312"
B0000EYUCU,The Postman Always Rings Twice,"Jack Nicholson, Jessica Lange, John Colicos, Michael Lerner",N/A,"USA, West Germany",Bob Rafelson,"Crime, Drama, Thriller",English,N/A,Warner Home Video,R,20 Mar 1981,122 min,movie,"James M. Cain (novel), David Mamet (screenplay)",1981,tt0082934,6.6,"18,242"
0788812807,Lady and the Tramp,"Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton",N/A,USA,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Animation, Adventure, Comedy",English,N/A,Buena Vista Pictures,APPROVED,22 Jun 1955,76 min,movie,"Ward Greene (from the story by), Erdman Penner (story), Joe Rinaldi (story), Ralph Wright (story), Don DaGradi (story)",1955,tt0048280,7.3,"95,888"
6305128960,The Last Days of Disco,"Chloë Sevigny, Kate Beckinsale, Chris Eigeman, Mackenzie Astin",N/A,USA,Whit Stillman,"Comedy, Drama, Music",English,76,Gramercy,R,12 Jun 1998,113 min,movie,Whit Stillman,1998,tt0120728,6.6,"10,536"
6303829406,Zulu,"Stanley Baker, Jack Hawkins, Ulla Jacobsson, James Booth",N/A,UK,Cy Endfield,"Drama, History, War","English, Zulu",N/A,Paramount Pictures,UNRATED,17 Jun 1964,138 min,movie,"John Prebble (original screenplay), Cy Endfield (original screenplay), John Prebble (suggested by an article written by)",1964,tt0058777,7.8,"31,039"
B00HHYF570,Odd Thomas,"Anton Yelchin, Ashley Sommers, Leonor Varela, Matthew Page",N/A,USA,Stephen Sommers,"Comedy, Fantasy, Horror",English,45,RLJ/Image Entertainment,N/A,28 Feb 2014,97 min,movie,"Stephen Sommers (screenplay by), Dean R. Koontz (based on the novel ""Odd Thomas"" by)",2013,tt1767354,6.9,"39,939"
6303269834,The Client,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",N/A,USA,Joel Schumacher,"Crime, Drama, Mystery",English,65,Warner Home Video,PG-13,20 Jul 1994,119 min,movie,"John Grisham (novel), Akiva Goldsman (screenplay), Robert Getchell (screenplay)",1994,tt0109446,6.7,"49,951"
078062162X,The Sweet Hereafter,"Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus",N/A,Canada,Atom Egoyan,Drama,English,90,Fine Line Features,R,21 Nov 1997,112 min,movie,"Russell Banks (novel), Atom Egoyan (screenplay)",1997,tt0120255,7.7,"28,234"
B0010X8NF0,The Darjeeling Limited,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan","$11,900,000",USA,Wes Anderson,"Adventure, Comedy, Drama","English, Hindi, German, Tibetan",67,Fox Searchlight Pictures,R,26 Oct 2007,91 min,movie,"Wes Anderson, Roman Coppola, Jason Schwartzman",2007,tt0838221,7.2,"150,546"
B0001Q4BOE,Barbershop 2: Back in Business,"Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Eve","$64,955,956",USA,Kevin Rodney Sullivan,"Comedy, Drama",English,59,MGM,PG-13,06 Feb 2004,106 min,movie,"Mark Brown (characters), Don D. Scott",2004,tt0337579,5.7,"11,344"
6301969413,Ice Station Zebra,"Rock Hudson, Ernest Borgnine, Patrick McGoohan, Jim Brown",N/A,USA,John Sturges,"Adventure, Thriller",English,N/A,MGM Home Entertainment,G,23 Oct 1968,148 min,movie,"Alistair MacLean (novel), Douglas Heyes (screenplay), Harry Julian Fink (screen story)",1968,tt0063121,6.6,"7,409"
0790732254,Who's Afraid of Virginia Woolf?,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",N/A,USA,Mike Nichols,Drama,"English, Latin, Spanish",N/A,Warner Home Video,TV-MA,22 Jun 1966,131 min,movie,Ernest Lehman (screenplay),1966,tt0061184,8.1,"60,217"
B0014BQR6U,Bella,"Eduardo Verástegui, Tammy Blanchard, Manny Perez, Angélica Aragón","$7,884,317","USA, Mexico",Alejandro Monteverde,"Drama, Romance","English, Spanish",47,Roadside Attractions,PG-13,30 Nov 2007,91 min,movie,"Alejandro Monteverde, Patrick Million, Leo Severino",2006,tt0482463,7.3,"9,878"
B000GLL1U6,Feast,"Balthazar Getty, Henry Rollins, Navi Rawat, Judah Friedlander",N/A,USA,John Gulager,"Action, Comedy, Horror",English,43,The Weinstein Company,R,18 Jan 2007,95 min,movie,"Marcus Dunstan, Patrick Melton",2005,tt0426459,6.4,"26,820"
0792840976,Dodge City,"Errol Flynn, Olivia de Havilland, Ann Sheridan, Bruce Cabot",N/A,USA,Michael Curtiz,Western,English,N/A,WARNER BROTHERS PICTURES,APPROVED,08 Apr 1939,104 min,movie,Robert Buckner (original screen play),1939,tt0031235,7.2,"3,715"
078323418X,The Best Man,"Taye Diggs, Nia Long, Morris Chestnut, Harold Perrineau",N/A,USA,Malcolm D. Lee,"Comedy, Drama",English,61,Universal Pictures,R,22 Oct 1999,120 min,movie,Malcolm D. Lee,1999,tt0168501,6.7,"7,101"
6304698720,Tom Jones,"George Devine, Rachel Kempson, Angela Baddeley, Joyce Redman",N/A,UK,Tony Richardson,"Adventure, Comedy, History",English,N/A,Woodfall Film Productions,UNRATED,11 Dec 1963,128 min,movie,"John Osborne (screenplay), Henry Fielding (based on the novel by)",1963,tt0057590,6.7,"9,213"
6300182851,Ghost Story,"Fred Astaire, Melvyn Douglas, Douglas Fairbanks Jr., John Houseman",N/A,USA,John Irvin,"Drama, Horror, Thriller",English,N/A,Universal Pictures,R,18 Dec 1981,110 min,movie,"Peter Straub (novel), Lawrence D. Cohen (screenplay)",1981,tt0082449,6.3,"6,229"
0767851013,Little Women,"Winona Ryder, Gabriel Byrne, Trini Alvarado, Samantha Mathis",N/A,"USA, Canada",Gillian Armstrong,"Drama, Family, Romance","English, German, French",87,N/A,PG,25 Dec 1994,115 min,movie,"Louisa May Alcott (novel), Robin Swicord (screenplay)",1994,tt0110367,7.3,"39,569"
079284582X,Missing in Action,"Chuck Norris, M. Emmet Walsh, David Tress, Lenore Kasdorf",N/A,USA,Joseph Zito,"Action, Adventure, Drama","English, Vietnamese",N/A,MGM Home Entertainment,R,16 Nov 1984,101 min,movie,"Arthur Silver (characters), Larry Levinson (characters), Steve Bing (characters), James Bruner (screenplay), John Crowther (story), Lance Hool (story)",1984,tt0087727,5.3,"11,519"
B00005JLKB,Smallville Season 3 Promo,N/A,N/A,USA,David Zimring,"Adventure, Drama, Romance",English,N/A,N/A,N/A,01 Sep 2003,4 min,movie,David Zimring,2003,tt6479810,N/A,N/A
1566053676,Walking Tall,"Michael Bowen, Johnny Knoxville, Dwayne Johnson, Neal McDonough","$45,860,039",USA,Kevin Bray,"Action, Crime",English,44,MGM,PG-13,02 Apr 2004,86 min,movie,"Mort Briskin (earlier screenplay), David Klass (screenplay), Channing Gibson (screenplay), David Levien (screenplay), Brian Koppelman (screenplay)",2004,tt0351977,6.2,"57,458"
B002U6DVNU,Che,"Fariborz Arabnia, Saeed Rad, Merila Zare'i, Babak Hamidian",N/A,Iran,Ebrahim Hatamikia,"Biography, War",Persian,N/A,N/A,N/A,24 Feb 2014,125 min,movie,Ebrahim Hatamikia,2014,tt3526538,6.3,921
B00006ADFT,Sorority Boys,"Barry Watson, Michael Rosenbaum, Harland Williams, Melissa Sagemiller","$10,185,819",USA,Wallace Wolodarsky,Comedy,"English, Indonesian",25,Touchstone Pictures,R,22 Mar 2002,93 min,movie,"Joe Jarvis, Greg Coolidge",2002,tt0279781,5.4,"12,507"
6300214958,Delirious,"John Candy, Mariel Hemingway, Emma Samms, Raymond Burr",N/A,USA,Tom Mankiewicz,"Comedy, Fantasy",English,N/A,MGM Home Entertainment,PG,09 Aug 1991,96 min,movie,"Lawrence J. Cohen, Fred Freeman",1991,tt0101701,5.8,"6,420"
