title,asin,year,vfx,genres,runtimes,production_companies,rating,votes,directors
Stagecoach,6304457316,1939,True,"['Adventure', 'Western']",96,['Walter Wanger Productions'],7.9,34310.0,['John Ford']
Total Recall,6304490135,1990,True,"['Action', 'Sci-Fi', 'Thriller']",113,"['Carolco Pictures', 'Carolco International N.V.']",7.5,259409.0,['Paul Verhoeven']
Life as We Know It,B002ZG989G,2010,True,"['Comedy', 'Drama', 'Romance']",USA:114,"['Josephson Entertainment', 'Gold Circle Films', 'Village Roadshow Pictures']",6.6,104710.0,['Greg Berlanti']
Hitch,B000957O7S,2005,True,"['Comedy', 'Romance']",118,"['Columbia Pictures Corporation', 'Overbrook Entertainment']",6.6,261617.0,['Andy Tennant']
Anne of the Thousand Days,6300183998,1969,True,"['Biography', 'Drama', 'History']",145,['Hal Wallis Productions'],7.6,5678.0,['Charles Jarrott']
Catwoman,B00064MW6A,2004,True,"['Action', 'Crime']",104,"['Warner Bros.', 'Village Roadshow Pictures', 'DiNovi Pictures', 'Frantic Films', 'Maple Shade Films', 'Catwoman Films']",3.3,94042.0,['Pitof']
The Midnight Meat Train,B001MFNB4E,2008,True,"['Horror', 'Mystery']",98,"['Lakeshore Entertainment', 'Midnight Picture Show', 'GreeneStreet Films', 'Lionsgate']",6.1,51911.0,['Ryûhei Kitamura']
In the Electric Mist,B001NFNFF8,2009,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",Germany:117::(Berlin International Film Festival),"['Ithaca Pictures', 'Little Bear', 'TF1 International']",6.1,14430.0,['Bertrand Tavernier']
Haute tension,B000ARFPMQ,2003,True,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",91,"['Alexandre Films', 'EuropaCorp']",6.8,59063.0,['Alexandre Aja']
Peter Pan,B0001HAISG,1953,False,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']",77,['Walt Disney Productions'],7.3,99669.0,"['Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske', 'Jack Kinney']"
Terminator 3: Rise of the Machines,B00005JM0B,2003,True,"['Action', 'Sci-Fi', 'Thriller']",109,"['C-2 Pictures', 'Intermedia Films', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions', 'Columbia Pictures', 'Warner Bros.']",6.3,328328.0,['Jonathan Mostow']
The Ring Two,B0009X763C,2005,True,"['Horror', 'Mystery']",110,"['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']",5.4,79359.0,['Hideo Nakata']
Fight Club,B00003CWQ2,1999,True,['Drama'],139,"['Fox 2000 Pictures', 'Regency Enterprises', 'Linson Films', 'Atman Entertainment', 'Knickerbocker Films', 'Taurus Film']",8.8,1508906.0,['David Fincher']
Star Wars: The Complete Saga,B003ZSJ212,2011,False,,,['Lucasfilm'],8.4,22.0,
Friends Gag Reel: Season 9,B0000C2IXN,2005,False,"['Short', 'Comedy']",7,,8.7,110.0,
Alligator,6302036720,1980,True,['Horror'],91,['Alligator Inc.'],5.9,8632.0,['Lewis Teague']
Horse Feathers,6301221494,1932,False,"['Comedy', 'Musical', 'Romance', 'Sport']",68,['Paramount Pictures'],7.7,10047.0,['Norman Z. McLeod']
Made of Honor,B001AKTZW8,2008,True,"['Comedy', 'Romance']",101,"['Columbia Pictures', 'Relativity Media', 'Original Film']",5.9,58857.0,['Paul Weiland']
Three Days of the Condor,6300216748,1975,True,"['Mystery', 'Thriller']",117,"['Wildwood Enterprises', 'Dino De Laurentiis Company']",7.5,38757.0,['Sydney Pollack']
Taken 2,B0067EKYAY,2012,True,"['Action', 'Crime', 'Thriller']",92,"['EuropaCorp', 'M6 Films', 'Grive Productions', 'Dune Entertainment', 'Canal+', 'M6', 'Ciné+']",6.3,256732.0,['Olivier Megaton']
Transformers,B00005JPNO,2007,True,"['Action', 'Adventure', 'Sci-Fi']",144,"['DreamWorks', 'Paramount Pictures', 'Hasbro', 'Di Bonaventura Pictures', 'Amblin Entertainment', 'Platinum Dunes', 'SprocketHeads', 'thinkfilm']",7.1,543879.0,['Michael Bay']
Best Laid Plans,630571486X,1999,True,"['Crime', 'Drama', 'Thriller']",92,"['Dogstar Films', 'Fox 2000 Pictures']",6.2,6593.0,['Mike Barker']
Smultronstället,6302783356,1957,False,"['Drama', 'Romance']",91,['Svensk Filmindustri'],8.2,71209.0,['Ingmar Bergman']
Psycho,B00000JZHG,1960,True,"['Horror', 'Mystery', 'Thriller']",109,['Shamley Productions'],8.5,475065.0,['Alfred Hitchcock']
Pride & Prejudice,B00005JOHI,2005,True,"['Drama', 'Romance']",129,"['Focus Features', 'Universal Pictures', 'StudioCanal', 'Working Title Films', 'Scion Films']",7.8,211436.0,['Joe Wright']
Shoot 'Em Up,B000XA5K48,2007,True,"['Action', 'Comedy', 'Crime', 'Thriller']",86,"['New Line Cinema', 'Angry Films']",6.7,135431.0,['Michael Davis']
Tales from the Darkside,6301767799,1983,True,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Thriller']",30::(92 episodes),"['Laurel Entertainment Inc.', 'Tribune Entertainment']",7.7,4172.0,"['Frank De Palma', 'John Harrison', 'John Strysik', 'Theodore Gershuny', 'Armand Mastroianni', 'Gerald Cotts', 'Michael Gornick', 'Richard Friedman', 'Bill Travis', 'Tom Savini', 'Timna Ranon', 'Warner Shook', 'John Lewis', 'James Steven Sadwith', 'T.J. Castronovo', 'Christopher T. Welch', 'John Drury', 'David Odell', 'Bob Balaban']"
The Exorcist,0790729385,1973,True,['Horror'],122,"['Warner Bros.', 'Hoya Productions']",8.0,307435.0,['William Friedkin']
Knight and Day,B002ZG9864,2010,True,"['Action', 'Comedy', 'Romance']",109,"['Twentieth Century Fox', 'Regency Enterprises', 'Pink Machine', 'Tree Line Film', 'Dune Entertainment', 'New Regency Pictures', 'Wintergreen Productions']",6.3,158849.0,['James Mangold']
A Beautiful Mind,B00005JKQZ,2001,True,"['Biography', 'Drama']",135,"['Universal Pictures', 'DreamWorks', 'Imagine Entertainment']",8.2,690065.0,['Ron Howard']
El Dorado,0792110188,1967,False,"['Drama', 'Romance', 'Western']",126,"['Paramount Pictures', 'Laurel Productions']",7.6,19638.0,['Howard Hawks']
Hatchet II,B004EI2NOK,2010,True,"['Comedy', 'Horror', 'Thriller']",85,"['ArieScope Pictures', 'Dark Sky Films']",5.5,10223.0,['Adam Green']
Hairspray,6302712920,2007,True,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']",117,"['New Line Cinema', 'Ingenious Film Partners', 'Zadan / Meron Productions', 'Offspring Entertainment', 'Storyline Entertainment']",6.7,105323.0,['Adam Shankman']
The Great Escape,0792838408,1963,True,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",172,"['Mirisch Company, The', 'Alpha']",8.2,183595.0,['John Sturges']
Coach Carter,B00005JNNZ,2005,True,"['Biography', 'Drama', 'Sport']",136,"['Coach Carter', 'MTV Films', 'Expedition Films', 'MMDP Munich Movie Development & Production GmbH & Co. Project KG', 'Tollin/Robbins Productions']",7.3,101634.0,['Thomas Carter']
Children of Men,B00005JP9X,2006,True,"['Drama', 'Sci-Fi', 'Thriller']",109,"['Universal Pictures', 'Strike Entertainment', 'Hit & Run Productions', 'Ingenious Film Partners 2', 'Toho-Towa']",7.9,395343.0,['Alfonso Cuarón']
Are We There Yet?,B000803BQC,2005,True,"['Adventure', 'Comedy', 'Family', 'Romance']",95,"['Revolution Studios', 'Cube Vision']",4.6,24707.0,['Brian Levant']
Lord of Illusions,0792839544,1995,True,"['Horror', 'Mystery', 'Thriller']",109,['Seraphim Films'],6.1,12071.0,['Clive Barker']
Cursed,B0009ETCVA,2005,True,"['Comedy', 'Horror']",97,"['Dimension Films', 'Outerbanks Entertainment', 'Craven-Maddalena Films', 'Kalis Productions GmbH & Co. Zweite KG']",5.0,27544.0,['Wes Craven']
Just Married,B00008WJD6,2003,True,"['Comedy', 'Romance']",95,"['Twentieth Century Fox', 'Robert Simonds Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG']",5.4,60909.0,['Shawn Levy']
Harry Potter and the Deathly Hallows: Part 1,B001UV4XHY,2010,True,"['Adventure', 'Family', 'Fantasy', 'Mystery']",146,"['Warner Bros.', 'Heyday Films']",7.7,373457.0,['David Yates']
Burlesque,B002ZG976U,2010,True,"['Drama', 'Music', 'Musical', 'Romance']",119,"['Screen Gems', 'De Line Pictures']",6.4,66114.0,['Steve Antin']
Plan 9 from Outer Space,6304680724,1959,True,"['Horror', 'Sci-Fi']",79,['Reynolds Pictures'],4.0,31611.0,['Edward D. Wood Jr.']
Kickboxer,0783114885,1989,True,"['Action', 'Sport', 'Thriller']",97,"['Kings Road Entertainment', 'Movie Group, The']",6.4,40848.0,"['Mark DiSalle', 'David Worth']"
Fair Game,B004IFYMWK,2010,True,"['Biography', 'Drama', 'Thriller']",108,"['River Road Entertainment', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Zucker Productions', 'Weed Road Pictures', 'Hypnotic', 'Dillywood', 'Fair Game Productions']",6.8,41126.0,['Doug Liman']
The Life Aquatic with Steve Zissou,B00005JNLQ,2004,True,"['Adventure', 'Comedy', 'Drama']",119,"['Touchstone Pictures', 'American Empirical Pictures', 'Scott Rudin Productions', 'Life Aquatic Productions Inc.']",7.3,152880.0,['Wes Anderson']
And Then There Were None,B00000IO3S,2015,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",58,"['Mammoth Screen', 'Agatha Christie Productions', 'British Broadcasting Corporation (BBC)', 'A&E Television Networks', 'Acorn Productions']",8.0,18862.0,"['Craig Viveiros', 'Basi Akpabio', 'Rebecca Keane']"
Crank,B000K7UBSO,2006,True,"['Action', 'Crime', 'Thriller']",88,"['Lakeshore Entertainment', 'Lions Gate Films', 'RadicalMedia', 'GreeneStreet Films']",7.0,209848.0,"['Mark Neveldine', 'Brian Taylor']"
Vargtimmen,B0000YEEGW,1968,False,"['Drama', 'Horror']",90,['Svensk Filmindustri'],7.7,13825.0,['Ingmar Bergman']
The Secret of Roan Inish,6303820905,1994,True,"['Drama', 'Family', 'Fantasy']",103,"['Jones Entertainment Group', 'Skerry Productions']",7.5,6337.0,['John Sayles']
The Fountain,B00005JPAR,2006,True,"['Drama', 'Sci-Fi']",96,"['Warner Bros.', 'Regency Enterprises', 'Protozoa Pictures', 'New Regency Pictures', 'Muse Entertainment Enterprises', ""Mel's Cite du Cinema""]",7.3,204924.0,['Darren Aronofsky']
The Beach,B00003CWM2,2000,True,"['Adventure', 'Drama', 'Romance', 'Thriller']",119,['Figment Films'],6.6,193178.0,['Danny Boyle']
Shaun of the Dead,B0002MJT0I,2004,True,"['Comedy', 'Horror']",99,"['Universal Pictures', 'StudioCanal', 'Working Title Films', 'WT2 Productions', 'Big Talk Productions', 'Inside Track 2', 'FilmFour']",8.0,432511.0,['Edgar Wright']
Domino,B000CQQIDU,2005,True,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']",127,"['New Line Cinema', 'Scott Free Productions', 'Davis-Films', 'Metropolitan Filmexport', 'Domino 17521']",6.0,60204.0,['Tony Scott']
The Innocents,6303957064,1961,False,['Horror'],100,"['Twentieth Century Fox', 'Achilles']",7.9,21508.0,['Jack Clayton']
Q,6300182800,1982,False,"['Crime', 'Horror', 'Mystery']",93,"['Arkoff International', 'Larco Productions']",6.1,4758.0,['Larry Cohen']
Observe and Report,B001UV4X8S,2009,True,"['Comedy', 'Crime', 'Drama']",86,"['De Line Pictures', 'Legendary Entertainment']",5.8,54651.0,['Jody Hill']
The Making of 'Star Trek: First Contact',6304415346,1996,False,"['Sci-Fi', 'Short', 'Documentary']",USA:30,['Get It Pictures'],6.3,32.0,['Natalie Barandes']
The Day After,6301620208,1983,True,"['Drama', 'Sci-Fi']",127,['ABC Circle Films'],7.1,11735.0,['Nicholas Meyer']
The Texas Chain Saw Massacre,B005LAIIAI,1974,True,['Horror'],83,['Vortex'],7.5,109308.0,['Tobe Hooper']
Batman Returns,0790730960,1992,True,"['Action', 'Adventure']",126,"['Warner Bros.', 'PolyGram Filmed Entertainment']",7.0,234232.0,['Tim Burton']
Whale Rider,B0000CABBW,2002,True,"['Drama', 'Family']",101,"['South Pacific Pictures', 'ApolloMedia Distribution', 'Pandora Filmproduktion', 'New Zealand Film Production Fund', 'New Zealand Film Commission', 'New Zealand On Air', 'Filmstiftung Nordrhein-Westfalen']",7.6,35958.0,['Niki Caro']
A Lot Like Love,B0009UZGIM,2005,True,"['Comedy', 'Drama', 'Romance']",107,"['Touchstone Pictures', 'Mile High Productions', 'Beacon Pictures', 'Kevin Messick Productions']",6.6,61399.0,['Nigel Cole']
Tower Heist,B004A8ZWWO,2011,True,"['Action', 'Comedy', 'Crime']",104,"['Universal Pictures', 'Imagine Entertainment', 'Relativity Media', 'Rat Entertainment']",6.2,117113.0,['Brett Ratner']
What Women Want,B00003CXQR,2000,True,"['Comedy', 'Fantasy', 'Romance']",127,"['Paramount Pictures', 'Icon Entertainment International', 'Wind Dancer Productions', 'Centropolis Entertainment']",6.4,170329.0,['Nancy Meyers']
Blow,B00003CXWU,2001,True,"['Biography', 'Crime', 'Drama']",124,"['Apostle', 'Avery Pix', 'New Line Cinema', 'Spanky Pictures']",7.6,212446.0,['Ted Demme']
Primeval Evolved,B002D1XKB0,2009,True,['Action'],,"['Hoodlum Entertainment', 'Impossible Pictures']",8.3,11.0,
The Mummy Returns,B00003CXT9,2001,True,"['Action', 'Adventure', 'Fantasy', 'Thriller']",130,"['Universal Pictures', 'Alphaville Films', 'Imhotep Productions']",6.3,266356.0,['Stephen Sommers']
Joyful Noise,B007HHWJD0,2012,True,"['Comedy', 'Drama', 'Music']",USA:118,"['Alcon Entertainment', 'Farrell Paura Productions', 'Gospel Truth Pictures', 'O.N.C. Entertainment']",5.7,7093.0,['Todd Graff']
Remains of the Day,0767802802,2014,False,"['Short', 'Comedy']",8,,,,['Christian Kelley']
Enough,B00006HAWN,2002,True,"['Crime', 'Drama', 'Thriller']",115,"['Columbia Pictures Corporation', 'Winkler Films']",5.7,33229.0,['Michael Apted']
The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,6301967410,2003,False,"['Comedy', 'Horror', 'Musical']",USA:91,"['Andre Champagne Productions', 'Ricucci Films']",6.9,56.0,['Andre Champagne']
The Chronicles of Riddick,B0002VEUTO,2004,True,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",119,"['Universal Pictures', 'Radar Pictures', 'One Race Productions', 'Primal Foe Productions']",6.7,194752.0,['David Twohy']
Doctor Who 50th Anniversary,B00F37VHPM,2013,False,['Talk-Show'],,['Arlington Independent Media'],,,['Charles Smith']
Hellraiser: Deader,B0007US7BC,2005,True,"['Horror', 'Mystery', 'Thriller']",88,"['Dimension Films', 'Stan Winston Productions', 'Neo Art & Logic', 'Castel Film Romania']",4.6,7305.0,['Rick Bota']
Fantastic Four,B00005JNTU,2005,True,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",106,"['Twentieth Century Fox', 'Constantin Film', 'Marvel Enterprises', '1492 Pictures', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG']",5.7,281779.0,['Tim Story']
Trilogy of Terror,B00000JXVQ,1975,True,"['Horror', 'Thriller']",72,"['ABC Circle Films', 'Dan Curtis Productions']",6.8,4294.0,['Dan Curtis']
K-PAX,B00005JKIR,2001,True,"['Drama', 'Sci-Fi']",120,"['IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG', 'Intermedia Films', 'Lawrence Gordon Productions', 'Pathé Pictures International']",7.4,159803.0,['Iain Softley']
North Dallas Forty,6300216659,1979,True,"['Comedy', 'Drama', 'Sport']",119,"['Frank Yablans Presentations', 'Paramount Pictures', 'Regina Associates']",7.0,3965.0,['Ted Kotcheff']
Star Trek V: The Final Frontier,6301543408,1989,True,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",107,['Paramount Pictures'],5.4,47763.0,['William Shatner']
American History X,0780625129,1998,True,"['Crime', 'Drama']",119,"['New Line Cinema', 'Savoy Pictures', 'Turman-Morrissey Company, The']",8.5,866458.0,['Tony Kaye']
Brokeback Mountain,1417030321,2005,True,"['Drama', 'Romance']",134,"['Focus Features', 'River Road Entertainment', 'Alberta Film Entertainment', 'Good Machine']",7.7,278802.0,['Ang Lee']
Exorcist II: The Heretic,6302814391,1977,True,['Horror'],118,['Warner Bros.'],3.7,17813.0,['John Boorman']
The Skeleton Key,B00005JNY3,2005,True,"['Horror', 'Mystery', 'Thriller']",104,"['Universal Pictures', 'ShadowCatcher Entertainment', 'Double Feature Films', 'Daniel Bobker Productions', 'Brick Dust Productions LLC', 'MFPV Film']",6.5,94262.0,['Iain Softley']
X-Men: The Last Stand,B000HCO83G,2006,True,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",104,"['Twentieth Century Fox', 'Marvel Enterprises', ""Donners' Company"", 'Ingenious Film Partners', 'Dune Entertainment', 'Major Studio Partners', 'Bad Hat Harry Productions', 'X3 Canada Productions', 'X3US Productions', 'XM3 Service', 'thinkfilm']",6.7,418748.0,['Brett Ratner']
Slumdog Millionaire,B001P9KR8U,2008,True,['Drama'],120,"['Warner Bros.', 'Celador Films', 'Film4', 'Pathé Pictures International']",8.0,695664.0,"['Danny Boyle', 'Loveleen Tandan']"
Monster,B00005JMUK,2003,True,"['Biography', 'Crime', 'Drama', 'Thriller']",109,"['Media 8 Entertainment', 'Newmarket Films', 'DEJ Productions', 'K/W Productions', 'Denver and Delilah Productions', 'VIP 2 Medienfonds', 'MDP Worldwide', 'Zodiac Productions Inc.']",7.3,115294.0,['Patty Jenkins']
Fun with Dick and Jane,1404974725,2005,True,"['Comedy', 'Crime']",90,"['Columbia Pictures Corporation', 'Imagine Entertainment', 'JC 23 Entertainment']",6.1,118131.0,['Dean Parisot']
Eat Pray Love,B0033AGJ5Y,2010,True,"['Drama', 'Romance']",133,"['Columbia Pictures', 'Plan B Entertainment', 'Red Om Films']",5.7,70548.0,['Ryan Murphy']
Ted,B005LAII12,2012,True,"['Comedy', 'Fantasy']",106,"['Universal Pictures', 'Media Rights Capital (MRC)', 'Fuzzy Door Productions', 'Bluegrass Films', 'Smart Entertainment']",7.0,507072.0,['Seth MacFarlane']
Freddy vs. Jason,B0000VCZMK,2003,True,"['Action', 'Horror', 'Thriller']",97,"['New Line Cinema', 'Cecchi Gori Group Tiger Cinematografica', 'Avery Pix', 'Crystal Lake Entertainment', 'Sean S. Cunningham Films', 'WTC Productions', 'Yannix Technology Corporation']",5.8,96308.0,['Ronny Yu']
Bless the Child,B0000541W8,2000,True,"['Crime', 'Drama', 'Horror', 'Thriller']",107,"['Paramount Pictures', 'Icon Entertainment International', 'Munich Film Partners & Company (MFP) BTC Productions']",5.1,12735.0,['Chuck Russell']
Timecop,078322365X,1994,True,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",99,"['Largo Entertainment', 'JVC Entertainment Networks', 'Signature Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo International N.V.']",5.8,48039.0,['Peter Hyams']
Rocky 3 in the Playroom,6304007574,2012,False,"['Short', 'Comedy', 'Sport']",6,,8.4,5.0,
The Adventures of Rocky & Bullwinkle,B00003CXJA,2000,True,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",92,"['Capella International', 'KC Medien', 'Tribeca Productions', 'Wildbrain Entertainment']",4.2,17504.0,['Des McAnuff']
For Your Eyes Only,630251004X,1981,True,"['Action', 'Adventure', 'Thriller']",127,['Eon Productions'],6.8,77754.0,['John Glen']
The Sessions,B00AEK9BKQ,2012,False,"['Biography', 'Comedy', 'Drama', 'Romance']",95,"['Fox Searchlight Pictures', 'Such Much Films', 'Rhino Films']",7.2,38209.0,['Ben Lewin']
Garden State,B00005JNC2,2004,True,"['Comedy', 'Drama', 'Romance']",102,"['Camelot Pictures', 'Jersey Films', 'Double Feature Films', ""Large's Ark Productions""]",7.5,194846.0,['Zach Braff']
Ferris Bueller's Day Off,6300214753,1986,True,['Comedy'],103,['Paramount Pictures'],7.8,267102.0,['John Hughes']
Psycho II,6300182975,1983,True,"['Crime', 'Horror', 'Mystery', 'Thriller']",113,"['Universal Pictures', 'Oak']",6.4,18577.0,['Richard Franklin']
The Internship,B00DV1XYTO,2013,True,['Comedy'],119,"['Twentieth Century Fox', 'Regency Enterprises', 'Wild West Picture Show Productions', '21 Laps Entertainment', 'TSG Entertainment']",6.3,170240.0,['Shawn Levy']
The Aviator,B00080ZG10,2004,True,"['Biography', 'Drama', 'History']",170,"['Forward Pass', 'Appian Way', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Initial Entertainment Group (IEG)', 'Warner Bros.', 'Miramax', 'Cappa Productions', ""Mel's Cite du Cinema""]",7.5,286626.0,['Martin Scorsese']
Bom yeoreum gaeul gyeoul geurigo bom,B0002J4X20,2003,False,"['Drama', 'Romance']",103,"['Korea Pictures', 'LJ Film', 'Pandora Filmproduktion', 'Cineclick Asia', 'Cinesoul', 'Mirae Asset Capital', 'Muhan Investment']",8.1,67223.0,['Ki-duk Kim']
Serenity,B000BW7QWW,2005,True,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",119,"['Universal Pictures', 'Barry Mendel Productions']",7.9,256493.0,['Joss Whedon']
Attack the Block,B005J4TLN4,2011,True,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']",88,"['StudioCanal', 'Film4', 'UK Film Council', 'Big Talk Productions']",6.6,88280.0,['Joe Cornish']
Sharknado,B00DCLT8RA,2013,True,"['Comedy', 'Horror', 'Sci-Fi']",86,"['Asylum, The', 'Southward Films', 'Syfy']",3.3,39132.0,['Anthony C. Ferrante']
The Good Girl,B0000797IO,2002,True,"['Drama', 'Romance']",93,"['Flan de Coco Films', 'Fox Searchlight Pictures', 'Hungry Eye Lowland Pictures B.V.', 'In-Motion AG Movie & TV Productions', 'Myriad Pictures', 'World Media Fonds V (WMF V)']",6.5,39764.0,['Miguel Arteta']
